timestamp,alpha,beta,gamma,accX,accY,accZ
1487690035512,89,14,0,-0.405670166015625,2.457763671875,8.163604736328125
1487690035562,89,12,2,0.0837249755859375,2.38677978515625,8.619827270507812
1487690035612,90,11,3,-1.4393310546875,2.3490447998046875,10.444549560546875
1487690035662,91,9,3,0.2674713134765625,1.2642974853515625,8.573043823242188
1487690035712,91,7,2,-0.9406280517578125,0.9323272705078125,12.888381958007812
1487690035762,91,7,1,-0.56951904296875,1.3675079345703125,17.802749633789062
1487690035812,93,11,0,0.557403564453125,0.5301513671875,18.736526489257812
1487690035862,93,20,-4,0.7476806640625,1.622894287109375,9.347000122070312
1487690035912,94,26,-6,-0.4031524658203125,3.0305938720703125,6.46771240234375
1487690035962,96,31,-8,1.5203704833984375,2.7400970458984375,3.0981597900390625
1487690036014,96,35,-10,0.8206329345703125,3.6576995849609375,1.58050537109375
1487690036063,96,36,-11,1.0596923828125,4.007293701171875,1.3579254150390625
1487690036114,96,35,-11,1.5114898681640625,4.2821502685546875,2.3795928955078125
1487690036162,95,33,-9,0.900390625,4.1776885986328125,3.7367706298828125
1487690036212,93,29,-6,0.2509765625,4.3542633056640625,8.066619873046875
1487690036262,93,23,-4,0.3990020751953125,2.93707275390625,9.118270874023438
1487690036313,93,20,-2,0.593841552734375,2.1188812255859375,10.603424072265625
1487690036362,92,15,0,-0.1237640380859375,2.112152099609375,9.97454833984375
1487690036413,92,11,3,-0.1084442138671875,1.57757568359375,13.334686279296875
1487690036462,91,8,4,-1.9603118896484375,2.664398193359375,16.829742431640625
1487690036515,91,8,4,-0.956634521484375,2.0097198486328125,15.930160522460938
1487690036562,92,11,4,-1.3039398193359375,1.711639404296875,15.035598754882812
1487690036614,92,17,1,0.6066741943359375,1.298431396484375,12.30474853515625
1487690036662,92,24,0,0.169281005859375,2.26422119140625,8.797607421875
1487690036712,92,29,-2,-0.4730072021484375,3.462982177734375,6.53466796875
1487690036762,93,33,-4,-0.103240966796875,3.927886962890625,3.5248260498046875
1487690036812,93,35,-5,0.5088043212890625,4.4790496826171875,3.4525146484375
1487690036862,94,36,-6,1.0034027099609375,4.7802581787109375,2.9192047119140625
1487690036913,93,36,-5,-0.2516021728515625,5.2700347900390625,3.25677490234375
1487690036962,93,33,-4,0.171722412109375,4.6489715576171875,5.82452392578125
1487690037012,93,30,-3,-0.0944976806640625,4.0065155029296875,7.1374664306640625
1487690037062,93,26,-1,0.363067626953125,3.294403076171875,8.09912109375
1487690037112,93,21,-1,0.950439453125,2.4260406494140625,10.835784912109375
1487690037162,93,16,1,-0.2495574951171875,2.3650360107421875,8.256729125976562
1487690037213,92,11,1,-1.288421630859375,2.004364013671875,12.682479858398438
1487690037262,92,8,2,0.0029144287109375,1.362701416015625,12.9727783203125
1487690037312,92,6,3,-1.331634521484375,1.4965057373046875,13.177413940429688
1487690037362,92,5,3,0.125244140625,0.996856689453125,15.680465698242188
1487690037412,92,7,1,-1.32928466796875,1.6724853515625,14.723876953125
1487690037462,93,11,0,-0.2804718017578125,1.46990966796875,13.8463134765625
1487690037512,93,16,-1,0.0970611572265625,1.791534423828125,9.957687377929688
1487690037562,94,20,-3,0.1133880615234375,2.4549713134765625,9.0765380859375
1487690037612,94,26,-3,0.538299560546875,3.11236572265625,6.7140350341796875
1487690037662,95,32,-4,0.4309844970703125,3.64068603515625,2.75701904296875
1487690037713,96,34,-5,1.214569091796875,3.7209930419921875,4.1565399169921875
1487690037763,96,34,-6,0.5360107421875,3.8389892578125,3.6374664306640625
1487690037812,96,33,-7,1.1009979248046875,3.426727294921875,4.401336669921875
1487690037862,95,31,-5,0.1829681396484375,3.467437744140625,5.7022247314453125
1487690037912,94,26,-4,0.0250396728515625,3.410491943359375,7.524078369140625
1487690037962,94,23,-3,-0.0942230224609375,2.8768157958984375,7.8980712890625
1487690038012,94,17,-1,-0.1893157958984375,2.6600189208984375,10.301132202148438
1487690038062,94,13,0,-0.254669189453125,2.09130859375,12.219924926757812
1487690038112,94,10,1,0.24365234375,1.615875244140625,13.469268798828125
1487690038162,94,8,3,-0.61126708984375,2.07476806640625,13.186767578125
1487690038212,94,7,3,-0.8697967529296875,2.2381134033203125,15.912353515625
1487690038263,94,8,2,-0.4599151611328125,2.105865478515625,13.370208740234375
1487690038312,94,10,0,-0.134124755859375,1.7153472900390625,13.3118896484375
1487690038362,94,14,-1,0.161590576171875,1.8521728515625,11.89697265625
1487690038412,94,18,-2,0.184967041015625,2.3509674072265625,9.62896728515625
1487690038462,95,23,-4,0.1203765869140625,2.886444091796875,6.399322509765625
1487690038512,95,26,-7,0.4818267822265625,2.9497222900390625,5.426666259765625
1487690038562,96,29,-8,0.734771728515625,3.02984619140625,3.9209442138671875
1487690038612,96,31,-10,1.102294921875,3.543670654296875,2.996337890625
1487690038662,96,31,-9,0.495269775390625,3.7647857666015625,3.3079681396484375
1487690038713,96,29,-9,1.52154541015625,3.03216552734375,4.0996551513671875
1487690038762,95,26,-7,-0.6532440185546875,2.7797698974609375,4.984619140625
1487690038812,95,22,-5,-0.1751556396484375,2.819122314453125,8.117080688476562
1487690038862,95,17,-3,0.20172119140625,2.647186279296875,9.273635864257812
1487690038912,95,12,-1,0.3798370361328125,1.8207855224609375,11.681228637695312
1487690038962,95,8,0,-0.1570587158203125,1.6828460693359375,13.467620849609375
1487690039012,95,5,0,0.2364654541015625,1.535675048828125,13.900787353515625
1487690039062,95,5,1,0.39471435546875,1.5127105712890625,13.261856079101562
1487690039112,95,4,1,0.0889129638671875,1.4737091064453125,13.233932495117188
1487690039162,95,5,1,-0.2654266357421875,1.6060943603515625,14.315170288085938
1487690039212,95,7,0,0.468414306640625,1.3670806884765625,13.635391235351562
1487690039262,95,11,-1,-0.5839080810546875,1.6929779052734375,12.094772338867188
1487690039312,96,16,-3,-0.312652587890625,1.3283843994140625,9.534591674804688
1487690039362,97,20,-4,0.3065338134765625,1.6709747314453125,6.5363006591796875
1487690039412,98,23,-6,0.6448974609375,2.155426025390625,4.6350250244140625
1487690039462,97,26,-7,0.8567352294921875,2.701873779296875,4.619903564453125
1487690039512,97,27,-7,0.8727874755859375,3.0799407958984375,3.5788421630859375
1487690039563,96,26,-6,0.4829559326171875,3.3322906494140625,4.2698822021484375
1487690039613,96,25,-4,0.0508575439453125,3.2466888427734375,5.47906494140625
1487690039662,95,21,-2,0.34375,2.68218994140625,7.5642547607421875
1487690039712,95,18,0,-0.0351715087890625,2.2226104736328125,7.903533935546875
1487690039762,94,14,1,-0.7004547119140625,1.2462005615234375,8.611602783203125
1487690039812,94,10,4,-1.079559326171875,1.6475372314453125,11.356582641601562
1487690039863,94,6,5,-2.0126800537109375,1.829437255859375,15.006088256835938
1487690039912,94,5,6,-1.359100341796875,1.6386566162109375,15.566207885742188
1487690039963,94,5,5,-0.793670654296875,1.4774932861328125,14.970611572265625
1487690040013,94,6,4,-0.554107666015625,1.5913238525390625,14.156097412109375
1487690040062,94,9,3,-0.4931488037109375,1.5582275390625,12.871536254882812
1487690040112,94,12,1,-0.4419097900390625,1.642364501953125,11.265762329101562
1487690040162,94,17,-1,0.1089019775390625,2.063262939453125,8.43634033203125
1487690040212,95,22,-3,0.4621429443359375,2.3685455322265625,6.4533538818359375
1487690040264,95,25,-5,0.0735626220703125,2.9207305908203125,4.3873291015625
1487690040312,95,27,-6,0.2790985107421875,3.0396270751953125,3.3831329345703125
1487690040362,95,28,-6,0.4676361083984375,3.092254638671875,2.8486480712890625
1487690040412,95,28,-6,0.6006011962890625,3.1566162109375,2.9289703369140625
1487690040462,94,26,-4,-0.49432373046875,3.5315704345703125,5.2049102783203125
1487690040512,94,23,-3,0.0143585205078125,3.2007904052734375,7.402923583984375
1487690040563,94,19,-1,-0.4838714599609375,2.362060546875,7.9839935302734375
1487690040612,94,13,1,0.78692626953125,1.49951171875,10.841812133789062
1487690040662,94,9,2,-0.04766845703125,1.125396728515625,12.987396240234375
1487690040712,94,6,3,-0.806365966796875,1.3011322021484375,14.070816040039062
1487690040773,94,4,4,-0.8322906494140625,1.3243408203125,13.98779296875
1487690040812,94,4,3,-0.6938629150390625,1.475433349609375,16.249481201171875
1487690040862,94,6,3,-0.7918243408203125,1.47222900390625,15.668472290039062
1487690040912,94,8,2,0.0132598876953125,1.0118255615234375,12.585113525390625
1487690040962,94,13,0,0.11920166015625,1.3921051025390625,10.575363159179688
1487690041012,93,16,-2,-0.19305419921875,1.7801971435546875,9.24072265625
1487690041062,93,21,-3,-0.296783447265625,2.4492950439453125,6.935882568359375
1487690041112,93,25,-5,0.026153564453125,2.9367218017578125,4.92620849609375
1487690041163,94,28,-6,0.217437744140625,3.233673095703125,3.41180419921875
1487690041212,94,29,-7,0.9403228759765625,3.3827362060546875,1.460418701171875
1487690041262,94,27,-6,0.8238067626953125,2.93743896484375,3.403961181640625
1487690041312,94,23,-5,0.5954132080078125,2.5553436279296875,6.1186370849609375
1487690041362,93,18,-3,-0.349334716796875,2.7127685546875,8.65582275390625
1487690041413,93,15,-2,-0.08331298828125,2.0698089599609375,9.51904296875
1487690041462,93,11,-1,0.340484619140625,1.186431884765625,10.315155029296875
1487690041512,94,7,1,-0.00445556640625,0.7810821533203125,11.908889770507812
1487690041562,93,4,2,-0.22723388671875,0.9225311279296875,13.693695068359375
1487690041612,93,2,3,-0.2763824462890625,0.9091033935546875,15.822845458984375
1487690041662,93,2,3,-0.6206817626953125,1.11676025390625,14.75726318359375
1487690041712,92,5,2,-0.4044952392578125,1.04388427734375,13.968154907226562
1487690041762,92,8,2,-0.4248809814453125,0.9066619873046875,12.724960327148438
1487690041817,92,12,1,-0.06353759765625,0.7385711669921875,11.893218994140625
1487690041863,91,18,0,-0.109771728515625,1.06292724609375,9.835128784179688
1487690041912,90,23,-1,-1.1858062744140625,2.643402099609375,5.9158172607421875
1487690041963,90,28,-2,-0.1079559326171875,2.9384613037109375,3.8326568603515625
1487690042015,91,30,-3,0.0066070556640625,3.5315399169921875,1.8319549560546875
1487690042063,91,31,-4,0.630035400390625,3.536773681640625,2.6552734375
1487690042112,91,30,-3,0.776611328125,3.400421142578125,2.3982391357421875
1487690042162,90,27,-2,-0.4071197509765625,3.2920379638671875,5.2799224853515625
1487690042212,90,22,-1,0.3749847412109375,2.2141571044921875,5.9640655517578125
1487690042262,90,17,1,-0.8128814697265625,2.3093719482421875,8.99859619140625
1487690042312,90,11,2,-0.17315673828125,1.8238983154296875,13.002471923828125
1487690042362,90,7,3,-1.6752777099609375,1.5974273681640625,14.228012084960938
1487690042413,91,5,4,-0.568023681640625,1.2940673828125,15.135528564453125
1487690042462,91,5,5,-0.9781951904296875,1.549774169921875,15.219390869140625
1487690042512,91,6,4,-1.0694427490234375,1.37890625,15.327621459960938
1487690042563,91,9,3,-0.5452423095703125,1.302337646484375,13.713958740234375
1487690042612,91,13,2,-0.4566650390625,1.365447998046875,11.361907958984375
1487690042663,91,17,0,-0.50897216796875,1.99798583984375,9.250320434570312
1487690042713,91,23,-1,0.1356964111328125,2.5458221435546875,6.4624481201171875
1487690042762,91,27,-3,0.090057373046875,3.09295654296875,4.079681396484375
1487690042812,91,29,-4,0.4346923828125,2.914642333984375,1.9217071533203125
1487690042863,91,29,-4,0.564666748046875,2.95574951171875,2.872100830078125
1487690042912,90,28,-3,0.1222076416015625,3.0857391357421875,3.24517822265625
1487690042963,90,23,-2,-0.4839324951171875,3.3166046142578125,6.84661865234375
1487690043012,90,19,-1,-0.3525848388671875,2.356353759765625,7.984588623046875
1487690043062,90,16,-1,0.641448974609375,1.378448486328125,9.203948974609375
1487690043112,90,10,0,-0.1111297607421875,1.31768798828125,13.439544677734375
1487690043162,90,6,1,-0.1788787841796875,0.938720703125,13.6663818359375
1487690043212,91,4,3,-0.4108734130859375,0.947998046875,14.058029174804688
1487690043262,91,3,3,-0.5764617919921875,0.9656829833984375,15.614242553710938
1487690043312,91,4,3,-1.0414276123046875,0.8499603271484375,15.973587036132812
1487690043362,91,8,3,-0.947021484375,1.01513671875,15.334716796875
1487690043413,91,15,3,-0.79681396484375,1.1821441650390625,12.847152709960938
1487690043462,92,22,1,-1.058074951171875,2.1836700439453125,6.5172271728515625
1487690043512,93,27,-2,0.8753509521484375,2.67510986328125,3.62030029296875
1487690043563,93,29,-3,0.0653533935546875,3.52813720703125,4.3452911376953125
1487690043612,93,31,-4,0.10614013671875,3.913299560546875,3.016357421875
1487690043662,93,31,-4,0.1688995361328125,3.5106201171875,3.69647216796875
1487690043712,93,29,-3,1.161865234375,3.2661590576171875,3.622314453125
1487690043762,92,26,-2,-0.145538330078125,3.3845367431640625,6.908538818359375
1487690043812,92,22,-1,0.03643798828125,2.9224853515625,8.8321533203125
1487690043862,92,18,1,-0.4904632568359375,2.26416015625,8.104400634765625
1487690043912,92,14,2,-0.470306396484375,2.1137542724609375,12.032806396484375
1487690043962,92,10,4,-1.16876220703125,2.021575927734375,12.7958984375
1487690044012,92,8,5,-1.5080108642578125,2.0337982177734375,13.608474731445312
1487690044062,92,7,5,-0.9310455322265625,1.7117919921875,12.855758666992188
1487690044112,93,7,4,-0.7441558837890625,1.5851593017578125,14.630889892578125
1487690044162,93,9,4,-0.827056884765625,1.6495361328125,13.463211059570312
1487690044213,93,12,3,-0.5676422119140625,1.8427734375,12.353179931640625
1487690044262,92,16,2,-0.3772125244140625,2.0692901611328125,11.122589111328125
1487690044312,92,21,0,-0.842376708984375,2.460205078125,8.212234497070312
1487690044362,92,24,-1,-0.215728759765625,2.8958587646484375,4.9440460205078125
1487690044412,93,28,-3,0.4442138671875,3.1150360107421875,4.4318695068359375
1487690044462,93,30,-4,0.753662109375,3.1613616943359375,2.9615936279296875
1487690044513,93,31,-4,0.961029052734375,3.30157470703125,2.5129852294921875
1487690044562,92,29,-3,-0.007232666015625,3.26116943359375,3.465667724609375
1487690044612,92,25,-2,-0.094512939453125,2.868011474609375,5.967193603515625
1487690044662,92,21,0,0.7431182861328125,2.0066680908203125,7.877044677734375
1487690044712,91,15,2,-1.2108612060546875,2.33563232421875,9.83209228515625
1487690044762,91,10,4,-0.9241180419921875,2.151885986328125,14.01763916015625
1487690044812,91,7,6,-1.8533172607421875,2.396759033203125,15.20166015625
1487690044863,91,6,5,-1.548828125,1.6176910400390625,16.054412841796875
1487690044912,91,7,5,-0.7609100341796875,1.6373291015625,16.09820556640625
1487690044962,91,10,4,-0.648529052734375,1.7007293701171875,12.203842163085938
1487690045012,91,14,3,-0.564483642578125,1.65924072265625,11.956939697265625
1487690045062,90,20,2,-0.702301025390625,1.781463623046875,10.0628662109375
1487690045112,90,23,2,-0.52386474609375,2.226776123046875,7.4661407470703125
1487690045162,90,29,1,-0.2924652099609375,3.775146484375,4.3381500244140625
1487690045213,90,32,0,-0.2502288818359375,4.1708831787109375,3.2933502197265625
1487690045262,90,33,-1,0.10125732421875,4.2306671142578125,3.3227386474609375
1487690045312,90,33,-2,1.07061767578125,3.711151123046875,1.9750518798828125
1487690045362,90,29,-2,-0.1028289794921875,3.1011810302734375,2.422576904296875
